2019-08-25 12:15:00,"b'Pendekatan Gubernur DKI @aniesbaswedan melihat permukiman kumuh, berbeda dari pendahulunya. Seperti apa konsep yang\xe2\x80\xa6 https://t.co/My3aNJdJLR'"
2019-08-25 12:07:32,b'Aturan Baru PPJB Disebut Bisa Merugikan Pengembang https://t.co/Uo6es5K0jM'
2019-08-25 11:58:31,b'LIVE REPORT: MotoGP Inggris 2019 https://t.co/DUyEc7FlNt'
2019-08-25 11:52:31,b'Resep Spirulina Green Lassi https://t.co/1O8vRIOXjW'
2019-08-25 11:52:30,b'Wali Kota Tangerang Marah soal Paman Bopong Jenazah Ponakan https://t.co/rLdOf6d14Z'
2019-08-25 11:46:29,b'FOTO: Protes Hong Kong Lewat Gurat Tinta Tato https://t.co/AYxttfeXSS'
2019-08-25 11:32:28,b'Kapal Kargo Bawa 25 Orang Hilang Kontak di Perairan Maluku https://t.co/962lDjmFDd'
2019-08-25 11:12:30,"b'Tak Direspons, Koalisi Kembali Surati Jokowi Soal Pansel KPK https://t.co/ELyX7yEWLQ'"
2019-08-25 11:07:08,b'Jelang MotoGP Inggris: Menanti Rossi Naik Podium\nhttps://t.co/3OEKyNQTQd'
2019-08-25 11:06:12,"b""Okupasi Jalan, PKL 'Car Free Day' Akan Dievaluasi\nhttps://t.co/vIybxmxRS6"""
2019-08-25 11:04:27,b'7 Hal yang Harus Diketahui Jelang MotoGP Inggris https://t.co/ym1EKRsCMH'
2019-08-25 11:01:34,"b""Sejumlah armada bus Transjakarta 'diistirahatkan' di lapangan parkir Pulogadung, Jakarta Timur setelah tak dapat la\xe2\x80\xa6 https://t.co/GstJ1wZiTS"""
2019-08-25 11:00:00,"b'Pastikan Anda selalu mendapat berita terbaru dari pertandingan-pertandingan menarik di dunia olahraga, seperti sepa\xe2\x80\xa6 https://t.co/MtCvF12XmG'"
2019-08-25 11:00:00,"b'Komik nasional seperti #Gundala, Godam, atau Si Buta sempat redup di pasaran. Namun, dirilisnya kembali komik perta\xe2\x80\xa6 https://t.co/L7CcOPB9dM'"
2019-08-25 10:55:26,"b""Salah Kaprah Pakai Cairan Rem Bekas Sebelum 'Touring' https://t.co/E6tCIl2vW6"""
